num_elements,total_atoms,mean_atomic_number,min_atomic_number,max_atomic_number,mean_atomic_mass,min_atomic_mass,max_atomic_mass,mean_atomic_radius,min_atomic_radius,max_atomic_radius,crys,spg_number,mean_electronegativity,min_electronegativity,max_electronegativity,electronegativity_difference,mean_ionization_energy,mean_electron_affinity,mean_s_valence,mean_p_valence,mean_d_valence,mean_f_valence,mean_period,mean_group,target_bandgap
3,7.0,14.0,8.0,26.0,29.110442857142857,15.9994,55.845,0.9,0.6,1.4,orthorhombic,62,2.76,1.83,3.44,1.6099999999999999,11.204097142857142,1.0414285714285714,2.0,2.571428571428571,1.7142857142857142,0.0,2.7142857142857144,13.428571428571427,0.0
4,35.0,28.085714285714285,3.0,56.0,66.72617056914284,6.941,137.327,1.7328571428571429,0.65,2.15,cubic,225,1.2771428571428571,0.89,3.04,2.15,6.785905114285715,0.2960285714285715,1.5714285714285716,0.5142857142857142,0.0,0.0,4.0,3.8000000000000003,0.0
3,9.0,21.666666666666668,8.0,53.0,48.737474444444445,15.9994,126.90447,0.911111111111111,0.6,1.6,trigonal,148,3.0177777777777774,1.93,3.44,1.51,11.923557777777777,1.547111111111111,1.7777777777777777,3.2222222222222223,3.3333333333333335,0.0,3.0,15.0,0.0
4,22.0,11.590909090909092,3.0,25.0,24.570874318181815,6.941,54.938045,0.9727272727272727,0.6,1.45,orthorhombic,22,2.492272727272727,0.98,3.44,2.46,10.344775727272726,0.9651363636363635,1.6818181818181817,2.1818181818181817,1.3636363636363635,0.0,2.5454545454545454,10.681818181818182,0.0
3,9.0,18.0,8.0,48.0,39.80562222222222,15.9994,112.411,0.8277777777777777,0.6,1.55,trigonal,162,2.9655555555555555,1.69,3.44,1.75,12.253257777777778,1.1133333333333333,2.0,3.333333333333333,3.3333333333333335,0.0,2.7777777777777777,15.333333333333332,2.122
3,3.0,14.333333333333334,8.0,26.0,30.280934399999996,15.9994,55.845,0.8333333333333334,0.5,1.4,trigonal,146,3.083333333333333,1.83,3.98,2.15,12.981083333333332,1.6156666666666666,2.0,3.0,2.0,0.0,2.6666666666666665,13.666666666666666,0.0
3,5.0,13.4,8.0,29.0,28.304867711999997,15.9994,63.546,1.23,0.6,1.8,orthorhombic,71,2.128,0.93,3.44,2.51,9.048126400000001,1.012,1.4000000000000001,1.6,2.0,0.0,2.8,9.0,0.0
3,17.0,57.529411764705884,51.0,76.0,139.5529411764706,121.76,190.23,1.438235294117647,1.3,1.85,cubic,204,2.033529411764706,1.17,2.2,1.0300000000000002,8.393958823529413,1.007529411764706,2.0,2.1176470588235294,8.470588235294118,3.6470588235294117,5.411764705882353,12.941176470588237,0.0
4,12.0,36.333333333333336,16.0,74.0,84.12916666666666,32.065,183.84,1.2166666666666666,1.0,1.45,trigonal,156,2.441666666666667,2.16,2.58,0.41999999999999993,9.031306666666666,1.5535833333333333,1.7499999999999998,2.6666666666666665,6.583333333333333,1.1666666666666665,4.25,12.666666666666666,0.502
3,11.0,32.0,17.0,46.0,73.54599999999999,35.453,106.42,1.1454545454545455,1.0,1.4,orthorhombic,61,2.6290909090909094,2.2,3.16,0.96,10.208298181818183,2.101545454545455,1.8181818181818183,3.8181818181818183,8.181818181818183,0.0,3.909090909090909,15.636363636363637,1.197
2,3.0,40.0,32.0,56.0,94.20233333333333,72.64,137.327,1.55,1.25,2.15,orthorhombic,62,1.6366666666666665,0.89,2.01,1.1199999999999997,7.003507999999999,0.8398333333333332,2.0,1.3333333333333333,6.666666666666666,0.0,4.666666666666666,9.999999999999998,0.56
5,9.0,40.22222222222222,16.0,74.0,94.77444444444444,32.065,183.84,1.2611111111111108,1.0,1.45,trigonal,156,2.348888888888889,2.1,2.58,0.48,8.921432222222222,1.5475555555555556,1.7777777777777777,2.6666666666666665,6.0,1.5555555555555554,4.444444444444445,12.666666666666666,0.051
3,8.0,13.5,3.0,51.0,30.336427399999998,6.941,121.76,0.7375,0.5,1.45,trigonal,148,3.36375,0.98,3.98,3.0,14.817113625,2.6635,1.875,4.125,1.25,0.0,2.375,14.75,4.907
2,2.0,23.0,13.0,33.0,50.9515693,26.9815386,74.9216,1.2,1.15,1.25,cubic,216,1.895,1.61,2.18,0.5700000000000001,7.887184,0.6025,2.0,2.0,5.0,0.0,3.5,14.0,1.681
2,7.0,9.714285714285714,5.0,38.0,21.783714285714286,10.811,87.62,1.0142857142857142,0.85,2.0,cubic,221,1.8842857142857141,0.95,2.04,1.09,7.926138571428571,0.23604285714285717,2.0,0.8571428571428571,0.0,0.0,2.4285714285714284,11.428571428571429,0.016
2,2.0,15.0,14.0,16.0,30.075249999999997,28.0855,32.065,1.05,1.0,1.1,orthorhombic,53,2.24,1.9,2.58,0.6800000000000002,9.255845,1.6680000000000001,2.0,3.0,0.0,0.0,3.0,15.0,0.658
3,27.0,38.0,13.0,78.0,91.39602287407408,26.9815386,195.084,1.3277777777777777,1.25,1.85,orthorhombic,71,1.797037037037037,1.12,2.28,1.1599999999999997,6.943662518518519,0.9732222222222221,1.6666666666666665,0.5925925925925926,3.074074074074074,4.7407407407407405,4.37037037037037,11.333333333333332,0.0
3,9.0,24.444444444444443,11.0,34.0,55.21672650666666,22.98976928,78.96,1.2833333333333334,1.1,1.8,orthorhombic,63,2.0455555555555556,0.93,2.55,1.6199999999999997,8.371495777777778,1.4975555555555555,1.7777777777777777,2.666666666666667,5.555555555555555,0.0,3.5555555555555554,12.222222222222221,2.472
2,2.0,32.0,11.0,53.0,74.94711964,22.98976928,126.90447,1.6,1.4,1.8,cubic,225,1.7950000000000002,0.93,2.66,1.73,7.795168,1.74,1.5,2.5,5.0,0.0,4.0,9.0,3.851
4,14.0,14.071428571428571,3.0,25.0,30.330102928571424,6.941,54.938045,0.9107142857142857,0.5,1.45,monoclinic,8,2.7821428571428575,0.98,3.98,3.0,12.180712071428571,1.516142857142857,1.9285714285714284,2.642857142857143,1.7857142857142858,0.0,2.7142857142857144,12.071428571428571,0.482
3,4.0,19.5,6.0,39.0,42.96511125,12.0107,88.90585,1.1375000000000002,0.7,1.8,orthorhombic,38,2.05,1.22,2.55,1.3299999999999998,9.1547275,1.00275,2.0,1.0,2.0,0.0,3.25,10.0,0.0
3,9.0,48.666666666666664,37.0,53.0,115.42026888888888,85.4678,126.90447,1.611111111111111,1.4,2.35,orthorhombic,62,2.2,0.82,2.66,1.8400000000000003,8.822079555555554,2.1318888888888887,1.5555555555555554,3.333333333333333,7.777777777777777,0.0,5.0,12.666666666666666,0.924
3,6.0,28.333333333333332,8.0,73.0,67.311805,15.9994,180.94788,0.9333333333333332,0.6,1.75,monoclinic,13,2.543333333333333,0.0,3.44,3.44,11.314261666666667,1.075,2.0,2.6666666666666665,0.5,3.833333333333333,3.666666666666666,13.333333333333332,4.03
2,5.0,37.6,28.0,52.0,86.25604,58.6934,127.6,1.37,1.35,1.4,monoclinic,11,1.986,1.91,2.1,0.19000000000000017,8.18772,1.4328,2.0,1.6,8.8,0.0,4.4,12.4,0.0
4,15.0,6.666666666666667,1.0,26.0,13.254141333333335,1.00794,55.845,0.52,0.25,1.4,monoclinic,14,2.634,1.83,3.44,1.6099999999999999,13.139826933333332,1.2400666666666669,1.4666666666666668,1.7333333333333334,0.4,0.0,1.7333333333333334,7.6,0.239
3,6.0,54.5,30.0,73.0,132.6108133333333,65.409,180.94788,1.8999999999999997,1.35,2.15,cubic,216,1.1183333333333332,0.89,1.65,0.7599999999999999,6.298404166666667,0.14466666666666667,1.9999999999999998,0.0,2.1666666666666665,2.333333333333333,5.666666666666667,4.166666666666666,0.0
3,6.0,53.166666666666664,20.0,75.0,129.2655,40.078,186.207,1.9583333333333333,1.35,2.15,cubic,216,1.0766666666666667,0.89,1.9,1.0099999999999998,5.798889333333333,0.12111666666666665,1.9999999999999998,0.0,0.8333333333333333,2.333333333333333,5.666666666666667,2.833333333333333,0.0
3,6.0,51.666666666666664,34.0,56.0,125.97800000000001,78.96,137.327,1.8583333333333334,1.15,2.15,cubic,216,1.3683333333333332,0.89,2.55,1.6599999999999997,6.6014409999999994,0.7349999999999999,1.9999999999999998,1.3333333333333333,3.333333333333333,0.0,5.5,6.666666666666666,0.0
3,6.0,44.5,11.0,56.0,107.48962821333333,22.98976928,137.327,1.9416666666666667,1.25,2.15,cubic,216,1.0833333333333333,0.89,2.01,1.1199999999999997,5.647527,0.3793333333333333,1.8333333333333333,0.3333333333333333,1.6666666666666665,0.0,5.166666666666667,3.833333333333333,0.0
3,6.0,64.33333333333333,56.0,82.0,159.51633333333334,137.327,207.2,1.9833333333333334,1.5,2.15,cubic,216,1.315,0.89,2.33,1.44,6.450130999999999,0.1515,1.9999999999999998,0.3333333333333333,3.333333333333333,4.666666666666666,6.0,5.666666666666666,0.0
2,4.0,75.0,51.0,83.0,187.1753,121.76,208.9804,1.5625000000000002,1.45,1.6,trigonal,160,2.0275,2.02,2.05,0.029999999999999805,7.6162225,0.9420000000000001,2.0,3.0,10.0,10.5,5.75,15.0,0.0
3,6.0,50.666666666666664,39.0,56.0,121.85337166666666,88.90585,137.327,1.9749999999999999,1.45,2.15,cubic,216,1.0633333333333332,0.89,1.6,0.7100000000000001,5.637134333333333,0.2858333333333333,1.8333333333333333,0.0,0.8333333333333333,0.0,5.666666666666666,2.6666666666666665,0.0
4,24.0,16.208333333333332,8.0,42.0,34.79509354166667,15.9994,95.94,1.0416666666666667,0.6,2.2,trigonal,147,2.7112499999999997,0.82,3.44,2.62,10.726547633333332,1.08175,1.6666666666666665,2.5,1.0416666666666665,0.0,2.9166666666666665,11.458333333333334,1.569
3,6.0,49.833333333333336,3.0,72.0,122.4565,6.941,178.49,1.9333333333333333,1.45,2.15,cubic,216,0.9733333333333333,0.89,1.3,0.41000000000000003,5.510574166666666,0.1923333333333333,1.8333333333333333,0.0,0.3333333333333333,2.333333333333333,5.333333333333333,2.1666666666666665,0.0
1,1.0,54.0,54.0,54.0,131.293,131.293,131.293,1.08,1.08,1.08,cubic,225,2.6,2.6,2.6,0.0,,,,,,,,,6.149
4,16.0,12.375,5.0,37.0,26.9258875,10.811,85.4678,0.921875,0.6,2.35,monoclinic,4,2.6731249999999998,0.82,3.44,2.62,10.7505135,0.992875,1.875,2.625,0.625,0.0,2.5,13.25,4.072
3,6.0,68.5,4.0,83.0,171.856797,9.012182,208.9804,1.4666666666666668,1.05,1.6,cubic,216,1.925,1.57,2.02,0.44999999999999996,7.7163699999999995,0.6321666666666667,2.0,2.0,7.499999999999999,11.666666666666664,5.333333333333333,11.5,0.0
3,6.0,26.333333333333332,4.0,74.0,58.860696999999995,9.012182,183.84,1.5999999999999999,1.05,1.8,cubic,216,1.3216666666666665,1.0,2.36,1.3599999999999999,6.939894999999998,0.14679999999999999,1.9999999999999998,0.0,0.6666666666666666,2.333333333333333,4.0,2.6666666666666665,0.0
3,11.0,11.454545454545455,8.0,24.0,23.815230778181817,15.9994,51.9961,0.9636363636363637,0.6,1.8,triclinic,2,2.66,0.93,3.44,2.51,10.830683818181818,1.1101818181818182,1.6363636363636362,2.5454545454545454,0.9090909090909092,0.0,2.5454545454545454,11.454545454545455,2.341
3,6.0,32.333333333333336,4.0,74.0,74.50603033333334,9.012182,183.84,1.3,1.05,1.35,cubic,216,1.9216666666666666,1.57,2.36,0.7899999999999998,8.015374999999999,0.9203333333333334,1.3333333333333333,0.0,7.333333333333333,2.333333333333333,4.0,8.666666666666666,0.0
3,13.0,26.307692307692307,14.0,58.0,58.647600000000004,28.0855,140.116,1.3115384615384615,1.1,1.85,orthorhombic,65,1.7215384615384617,1.12,1.91,0.7899999999999998,7.469933846153847,1.109846153846154,2.0,1.2307692307692308,1.4615384615384617,0.23076923076923078,4.307692307692308,11.076923076923078,0.0
4,31.0,25.419354838709676,8.0,83.0,60.169561290322584,15.9994,208.9804,0.9354838709677419,0.6,2.0,triclinic,2,2.851290322580645,0.95,3.44,2.49,11.250116451612904,1.153106451612903,2.0,3.161290322580645,2.3225806451612905,2.7096774193548385,3.129032258064516,13.935483870967742,2.644
3,5.0,17.4,9.0,37.0,38.68090192,18.9984032,85.4678,1.04,0.5,2.35,cubic,221,2.878,0.82,3.98,3.16,12.638343599999999,2.163,1.8,3.0,0.6000000000000001,0.0,3.0,11.399999999999999,0.0
5,9.0,23.555555555555557,8.0,38.0,52.75704515555555,15.9994,87.62,1.1888888888888889,0.5,2.0,tetragonal,139,2.304444444444444,0.95,3.98,3.0300000000000002,10.342976666666667,1.0869555555555555,1.9999999999999998,2.2222222222222223,2.666666666666667,0.0,3.5555555555555554,10.222222222222221,0.0
2,2.0,25.5,12.0,39.0,56.605425,24.305,88.90585,1.65,1.5,1.8,cubic,221,1.2650000000000001,1.22,1.31,0.09000000000000008,6.931767499999999,0.14800000000000002,2.0,0.0,0.5,0.0,4.0,2.5,0.0
3,9.0,11.555555555555555,7.0,28.0,23.737733333333335,14.0067,58.6934,0.8055555555555556,0.65,1.35,cubic,225,2.941111111111111,1.91,3.16,1.2500000000000002,13.419962222222221,0.9466666666666667,1.9999999999999998,3.111111111111111,0.8888888888888888,0.0,2.444444444444444,14.88888888888889,0.0
3,3.0,14.0,8.0,25.0,29.978616066666664,15.9994,54.938045,0.8333333333333334,0.5,1.4,orthorhombic,31,2.9899999999999998,1.55,3.98,2.4299999999999997,12.824956666666665,1.5633333333333332,2.0,3.0,1.6666666666666665,0.0,2.6666666666666665,13.333333333333332,0.0
4,12.0,48.333333333333336,34.0,74.0,116.26499999999999,78.96,183.84,1.3666666666666665,1.15,1.45,trigonal,156,2.2116666666666664,2.1,2.55,0.44999999999999973,8.558641666666666,1.5212499999999998,1.75,2.6666666666666665,8.25,1.1666666666666665,4.916666666666667,12.666666666666666,0.451
3,6.0,53.166666666666664,12.0,83.0,130.43223333333333,24.305,208.9804,1.95,1.5,2.15,cubic,216,1.1483333333333332,0.89,2.02,1.13,5.9630651666666665,0.245,1.9999999999999998,0.5,1.6666666666666665,2.333333333333333,5.5,4.166666666666666,0.0
3,3.0,35.0,19.0,56.0,80.61143333333332,39.0983,137.327,1.8999999999999997,1.35,2.2,cubic,216,1.1199999999999999,0.82,1.65,0.83,6.3155087666666665,0.20783333333333331,1.6666666666666665,0.0,3.333333333333333,0.0,4.666666666666666,5.0,0.0
3,6.0,53.833333333333336,25.0,74.0,131.34767416666668,54.938045,183.84,1.8916666666666666,1.35,2.15,cubic,216,1.2449999999999999,0.89,2.36,1.4699999999999998,6.024117666666665,0.22399999999999998,1.9999999999999998,0.0,1.5,2.333333333333333,5.666666666666667,3.5,0.0
3,6.0,46.833333333333336,23.0,56.0,113.20158333333335,50.9415,137.327,1.8499999999999999,1.15,2.15,cubic,216,1.2899999999999998,0.89,2.55,1.6599999999999997,6.224206,0.5023333333333333,1.9999999999999998,0.6666666666666666,2.1666666666666665,0.0,5.333333333333334,4.833333333333333,0.0
3,6.0,57.666666666666664,49.0,73.0,140.84564666666665,114.818,180.94788,1.9333333333333333,1.45,2.15,cubic,216,1.14,0.89,1.78,0.89,5.697097666666667,0.19283333333333333,1.9999999999999998,0.16666666666666666,2.1666666666666665,2.333333333333333,5.833333333333333,4.333333333333333,0.0
4,7.0,22.428571428571427,16.0,47.0,47.998757142857144,32.065,107.8682,1.2,1.0,1.6,monoclinic,10,2.2071428571428573,1.54,2.58,1.04,8.944414285714286,1.4249999999999998,1.7142857142857142,2.2857142857142856,2.4285714285714284,0.0,3.571428571428571,12.142857142857142,0.0
3,6.0,58.0,41.0,83.0,141.86579666666668,92.90638,208.9804,1.9416666666666664,1.45,2.15,cubic,216,1.1966666666666665,0.89,2.02,1.13,5.8151676666666665,0.38849999999999996,1.8333333333333333,0.5,2.333333333333333,2.333333333333333,5.833333333333333,4.666666666666666,0.0
3,6.0,49.0,20.0,56.0,118.016,40.078,137.327,1.9749999999999999,1.45,2.15,cubic,216,1.0866666666666664,0.89,1.96,1.0699999999999998,5.7172893333333334,0.27578333333333327,1.9999999999999998,0.3333333333333333,1.6666666666666665,0.0,5.5,3.9999999999999996,0.0
4,12.0,12.916666666666666,8.0,42.0,27.081751999999998,15.9994,95.94,0.8708333333333332,0.6,2.2,monoclinic,14,2.9066666666666663,0.82,3.44,2.62,11.779239441666666,1.16025,1.8333333333333333,3.1666666666666665,0.41666666666666663,0.0,2.583333333333333,13.75,0.902
3,6.0,59.166666666666664,51.0,80.0,145.27633333333333,121.76,200.59,1.9249999999999998,1.45,2.15,cubic,216,1.268333333333333,0.89,2.05,1.1599999999999997,6.648757666666667,0.26499999999999996,1.9999999999999998,0.5,3.333333333333333,2.333333333333333,5.833333333333333,5.833333333333333,0.0
3,3.0,56.666666666666664,28.0,92.0,138.47743666666665,58.6934,238.02891,1.5166666666666666,1.35,1.75,cubic,216,1.75,1.38,1.96,0.5800000000000001,7.0592733333333335,0.731,2.0,0.6666666666666666,6.333333333333333,1.0,6.0,10.0,0.0
3,6.0,51.0,34.0,56.0,123.44650000000001,78.96,137.327,1.8833333333333335,1.15,2.15,cubic,216,1.2999999999999998,0.89,2.55,1.6599999999999997,6.5988109999999995,0.4179999999999999,1.9999999999999998,0.6666666666666666,3.333333333333333,0.0,5.5,6.0,0.0
3,6.0,56.166666666666664,4.0,77.0,138.80303783333335,9.012182,192.217,1.3083333333333333,1.05,1.4,cubic,216,1.9866666666666668,1.55,2.2,0.6500000000000001,8.7708,1.0066666666666666,2.0,0.0,5.499999999999999,9.333333333333332,5.0,7.5,0.0
2,2.0,5.5,3.0,8.0,11.4702,6.941,15.9994,1.025,0.6,1.45,hexagonal,194,2.21,0.98,3.44,2.46,9.5048845,1.003,1.5,2.0,0.0,0.0,2.0,8.5,2.147
2,2.0,71.5,51.0,92.0,179.894455,121.76,238.02891,1.6,1.45,1.75,cubic,225,1.7149999999999999,1.38,2.05,0.6699999999999999,7.401244999999999,0.516,2.0,1.5,5.5,1.5,7.0,10.5,0.0
1,1.0,24.0,24.0,24.0,51.9961,51.9961,51.9961,1.4,1.4,1.4,cubic,225,1.66,1.66,1.66,0.0,6.76651,0.643,1.0,0.0,5.0,0.0,4.0,6.0,0.0
3,6.0,14.0,8.0,27.0,29.644806666666668,15.9994,58.933195,0.8583333333333334,0.6,1.4,orthorhombic,65,2.8649999999999993,1.55,3.44,1.89,11.631205,1.0461666666666667,2.0,2.6666666666666665,1.9999999999999998,0.0,2.6666666666666665,13.333333333333332,0.0
3,8.0,9.5,1.0,57.0,21.491831075,1.00794,138.90547,0.5875,0.25,1.95,trigonal,166,1.98875,1.1,2.2,1.1,11.644165749999999,0.6591250000000001,1.25,0.125,0.125,0.0,2.125,2.75,2.583
3,9.0,22.333333333333332,17.0,37.0,48.732405,35.453,85.4678,1.3444444444444443,1.0,2.35,cubic,225,2.461111111111111,0.82,3.16,2.3400000000000003,10.399339555555555,2.430888888888889,1.7777777777777777,3.333333333333333,0.5555555555555556,0.0,3.5555555555555554,12.333333333333332,0.0
2,7.0,19.857142857142858,9.0,47.0,44.38977371428571,18.9984032,107.8682,0.8142857142857143,0.5,1.6,triclinic,2,3.394285714285714,1.93,3.98,2.05,14.609494285714284,2.701714285714286,1.7142857142857144,3.5714285714285716,2.8571428571428568,0.0,2.8571428571428568,15.285714285714285,0.0
3,5.0,20.8,8.0,58.0,47.19624,15.9994,140.116,1.01,0.6,1.85,cubic,221,2.596,1.12,3.44,2.32,10.644194,0.9611999999999999,2.0,2.4,0.6000000000000001,0.2,3.6000000000000005,11.2,0.0
5,6.0,45.0,16.0,74.0,107.66750000000002,32.065,183.84,1.2916666666666667,1.0,1.45,trigonal,156,2.3083333333333336,2.1,2.58,0.48,8.848009999999999,1.5431666666666664,1.833333333333333,2.6666666666666665,6.5,2.333333333333333,4.666666666666667,12.666666666666666,0.224
3,4.0,18.75,3.0,29.0,40.529624999999996,6.941,63.546,1.3125,1.1,1.45,cubic,225,1.67,0.98,1.9,0.9199999999999999,7.24903975,1.0750000000000002,1.25,0.5,5.0,0.0,3.25,9.25,0.0
3,9.0,22.444444444444443,16.0,31.0,47.843222222222224,32.065,69.723,1.1444444444444446,1.0,1.35,trigonal,166,2.2022222222222223,1.65,2.58,0.9300000000000002,9.176338888888889,1.1753333333333333,2.0,2.4444444444444446,4.444444444444445,0.0,3.4444444444444446,14.444444444444445,0.813
2,2.0,23.0,8.0,38.0,51.8097,15.9994,87.62,1.3,0.6,2.0,cubic,225,2.195,0.95,3.44,2.49,9.65645,0.73015,2.0,2.0,0.0,0.0,3.5,9.0,3.405
4,6.0,9.0,3.0,23.0,19.303450533333333,6.941,50.9415,0.9916666666666667,0.5,1.45,trigonal,164,2.408333333333333,0.98,3.98,3.0,10.364754666666666,1.2996666666666665,1.6666666666666665,2.1666666666666665,0.5,0.0,2.3333333333333335,9.333333333333332,0.0
3,4.0,12.5,8.0,23.0,26.48251732,15.9994,50.9415,1.0875000000000001,0.6,1.8,trigonal,166,2.36,0.93,3.44,2.51,9.7803415,0.9635,1.75,2.0,0.75,0.0,2.75,9.5,0.0
2,4.0,34.25,14.0,41.0,76.70116,28.0855,92.90638,1.3624999999999998,1.1,1.45,tetragonal,86,1.6750000000000003,1.6,1.9,0.2999999999999998,7.1070575,0.9797500000000001,1.25,0.5,3.0,0.0,4.5,7.25,0.0
3,3.0,10.0,6.0,16.0,20.025033333333333,12.0107,32.065,0.7666666666666666,0.6,1.0,trigonal,160,2.8566666666666665,2.55,3.44,0.8900000000000001,11.746120000000001,1.6496666666666666,2.0,3.333333333333333,0.0,0.0,2.333333333333333,15.333333333333332,4.642
3,4.0,11.75,3.0,28.0,24.4083,6.941,58.6934,1.0,0.6,1.45,trigonal,166,2.4425,0.98,3.44,2.46,10.066904749999999,1.134,1.75,2.0,2.0,0.0,2.5,10.75,0.0
3,6.0,54.0,42.0,74.0,131.69666666666666,95.94,183.84,1.4000000000000001,1.35,1.45,trigonal,156,2.1533333333333333,2.1,2.36,0.2599999999999998,8.499143333333333,1.518833333333333,1.8333333333333333,2.6666666666666665,8.166666666666666,2.333333333333333,5.166666666666666,12.666666666666666,0.9
3,5.0,30.8,8.0,80.0,73.45964000000001,15.9994,200.59,0.95,0.6,1.5,trigonal,167,2.856,1.96,3.44,1.48,11.727114,1.0606,2.0,2.8,4.0,2.8000000000000003,3.4000000000000004,14.8,0.0
2,3.0,50.666666666666664,35.0,82.0,122.336,79.904,207.2,1.3666666666666665,1.15,1.8,tetragonal,136,2.75,2.33,2.96,0.6299999999999999,10.348076666666667,2.281,2.0,3.9999999999999996,10.0,4.666666666666666,4.666666666666666,15.999999999999998,2.64
2,3.0,19.0,5.0,26.0,40.833666666666666,10.811,55.845,1.2166666666666666,0.85,1.4,tetragonal,123,1.9,1.83,2.04,0.20999999999999996,8.034273333333333,0.19366666666666665,2.0,0.3333333333333333,4.0,0.0,3.333333333333333,9.666666666666666,0.0
4,7.0,18.571428571428573,1.0,80.0,43.00693428571429,1.00794,200.59,0.7357142857142858,0.25,1.5,orthorhombic,57,3.017142857142857,2.0,3.44,1.44,13.067967571428571,1.4082857142857141,1.857142857142857,3.0,1.4285714285714284,2.0,2.571428571428571,13.428571428571427,2.657
3,3.0,49.666666666666664,33.0,70.0,118.1272,74.9216,173.04,1.4333333333333333,1.15,1.75,hexagonal,189,1.46,0.0,2.2,2.2,8.126553333333334,0.6056666666666666,1.3333333333333333,1.0,6.666666666666666,4.666666666666666,5.666666666666666,13.666666666666664,0.0
3,3.0,58.333333333333336,29.0,83.0,141.4968,63.546,208.9804,1.7533333333333332,1.35,2.31,hexagonal,194,1.7066666666666666,1.2,2.02,0.8200000000000001,-3327.99604,-3332.3013333333333,-3332.0,-3332.0,-3326.333333333333,-3328.3333333333335,-3329.6666666666665,-3324.3333333333335,0.0
3,5.0,11.2,3.0,26.0,23.95624192,6.941,55.845,0.8699999999999999,0.5,1.45,orthorhombic,63,2.95,0.98,3.98,3.0,13.112503799999999,2.1186,1.8,3.0,1.2000000000000002,0.0,2.4000000000000004,12.0,0.0
3,9.0,20.333333333333332,17.0,43.0,43.21273333333333,35.453,98.0,1.3055555555555556,1.0,2.2,cubic,225,2.5,0.82,3.16,2.3400000000000003,10.418567399999999,2.4931111111111113,1.7777777777777777,3.333333333333333,0.5555555555555556,0.0,3.4444444444444446,12.333333333333332,0.995
3,4.0,60.75,51.0,79.0,147.71164225,121.76,196.966569,1.525,1.35,1.85,tetragonal,129,1.9525,1.17,2.54,1.37,8.0215025,1.198,1.75,1.5,7.5,5.0,6.0,12.25,0.0
